gene_name,gene_index,log2FC,p_value,adj_p_value
MTRNR2L12,0,-0.192096,0.5897802835234808,0.6848153100545821
HBA2,1,-8.993886,2.060300899644983e-20,4.0157280742628605e-16
LCN2,2,0.629895,0.15141725503104536,0.24988032680236427
COL1A1,3,3.403101,1.7863091218058714e-10,3.910230667633053e-08
COL3A1,4,3.733125,1.2660407319472182e-08,1.018051773881312e-06
PRSS1,5,-1.649903,0.1731223493763308,0.2728110226414248
TIMP1,6,2.298303,7.8890336606641e-06,0.00014744851934477617
CTRB2,7,0.125253,0.9215649288520886,0.9718312098980301
AMY2A,8,-0.506488,0.47036023156000506,0.5713049890236535
TPM4,9,0.626245,0.004456617995687574,0.018589843559822336
CPA1,10,-3.109275,0.01822543113785761,0.05194783326117483
ANXA2,11,0.138563,0.5912739478557413,0.6861268673993944
HNRNPH1,12,0.406693,0.03850994978090974,0.09049123442854781
MMP2,13,3.903135,2.113479204234768e-08,1.5307960956848957e-06
FLNB,14,-0.158262,0.5880525804420333,0.6830910310901238
S100P,15,-1.292578,0.010011497597107325,0.03370412066996094
CTSE,16,-1.486539,0.004823973164942504,0.019717239693471424
CXCL8,17,-0.921643,0.28273697381376334,0.39740328549341974
PNLIP,18,-1.993613,0.1254509851259967,0.2161544392135089
FTH1,19,0.396293,0.0643162587831193,0.13237511641101476
FN1,20,3.464151,1.5884959190757536e-07,7.223533798243718e-06
KRT7,21,-0.363665,0.2840040987049807,0.39888534601745385
S100A6,22,-0.171138,0.5131184445445174,0.6130721375445167
NPIPB5,23,0.289817,0.198028066922386,0.3021492368678692
REG1A,24,-0.607868,0.6120861558191193,0.7057241970967677
CELA2A,25,-1.922406,0.14631827561731625,0.24305365496937165
SFRP2,26,4.080501,1.509168091538973e-05,0.00024055113730913675
MMP14,27,1.281978,9.554127932403268e-05,0.001006555478054956
RPL3,28,1.332498,2.8438363736863014e-08,1.9559850298418557e-06
PRSS2,29,-1.306506,0.2109754716135379,0.3170909190004814
RRP7A,30,0.029028,0.8892246664386578,0.9465443259592212
TPT1,31,0.566063,0.019074377925399278,0.05370169273076845
IGFBP5,32,3.321654,1.9761684005093457e-09,2.345330943279194e-07
NPIPB3,33,0.319596,0.12542700815591554,0.21614814038847613
COL1A2,34,4.208358,1.1350786896710401e-07,5.4943944140563045e-06
CEL,35,-1.135361,0.3285682934181976,0.42822995161629474
CPB1,36,-3.136185,0.015788609688309856,0.046718443897475585
PLXNB2,37,0.391286,0.1021309323882124,0.1852745395009367
NDRG1,38,0.018116,0.9526859649474665,0.996118575280227
LUM,39,4.254322,1.464721745980446e-07,6.742168952701114e-06
COPA,40,0.559054,0.007688978923403613,0.027871310721246476
ERBB2,41,-0.439802,0.06538524822482823,0.13409897723062056
BGN,42,3.314599,1.7580932427840323e-12,1.237006963431722e-09
SERPINE1,43,5.262019,8.452309478236833e-11,2.2256436493158478e-08
MUCL3,44,-1.33839,0.19217209576518005,0.2955028456657674
HSPA8,45,-0.043795,0.8136153689457296,0.8838242381781991
PALLD,46,2.904036,1.5415297484070946e-08,1.2003825127813507e-06
SPINK1,47,-0.297689,0.631210624298332,0.7233294851850535
MMP7,48,0.003381,0.9945009857321967,1.0
MUC6,49,0.95604,0.2317525907462689,0.34057569672476823
COL6A3,50,3.213112,4.7552897361052655e-12,2.8389079724548437e-09
CELA3A,51,-2.760773,0.032386946537500995,0.07929106918544888
CALR,52,0.623196,0.01139199140606761,0.03685281160770739
IGHG4,53,4.809846,0.00041721023558973164,0.003120523481910897
CALD1,54,3.069316,3.663293361659054e-11,1.2028423753007503e-08
CEACAM6,55,-1.966799,0.0016473546906412518,0.008855261871848106
GSTP1,56,-0.01099,0.9621272824947777,1.0
CRIP1,57,0.37269,0.22569790873706908,0.3340702103703229
SPARC,58,3.634022,1.1749813224659738e-06,3.364579510741591e-05
PTPRF,59,-0.378806,0.17157321557297517,0.2711723963099225
ALDOA,60,-0.140294,0.6052488159381699,0.6993552447388789
IGHA1,61,5.460482,4.9203687764787317e-08,2.8679344753079137e-06
FTL,62,0.687104,0.014763357713425162,0.04449906985455078
PLA2G1B,63,-1.310696,0.290570132471306,0.40579302330879696
EIF3E,64,0.870995,0.0007574789213514869,0.0048641108962013185
PTTG1IP,65,0.483882,0.02746365853222826,0.07026773204460116
HDGF,66,0.087436,0.6700038713844061,0.7582139278616914
RHOA,67,0.434043,0.04400370931487684,0.09973735356792322
PGC,68,1.595925,0.21084418270058158,0.3170145190707592
HLA-B,69,0.369937,0.14956295640041176,0.24740048732531586
WDR1,70,0.716249,0.001196862511140161,0.006916913119604668
RELA,71,0.789108,0.052345500205567455,0.1133034658158064
CTNNB1,72,0.839288,2.259180200600691e-05,0.00032774748992661423
HBG1,73,-8.706822,1.3237928660370025e-12,1.0030785866844224e-09
CSDE1,74,0.491231,0.016027815111355426,0.04723332327387926
ITGB4,75,-0.752748,0.0399286847530429,0.09294990172748413
TPM2,76,2.41164,6.320901317986578e-09,5.958281189744191e-07
MCL1,77,0.885275,0.00018742524762459532,0.0016827519857074823
GPRC5A,78,-0.804414,0.019057533904459474,0.05368208113408008
TGM2,79,1.565158,3.836204471833233e-06,8.453810324338537e-05
S100A11,80,-0.018712,0.9343845428957829,0.9824712435528322
PRKAR1A,81,0.855731,8.036909209307704e-05,0.0008855433351933505
COL4A1,82,3.487231,4.138953532651379e-08,2.556160612751248e-06
TAGLN2,83,-0.449497,0.056716269902208585,0.12047455359990938
TAPBP,84,0.840487,0.0009792263385902907,0.005926801258546027
RPS4X,85,1.059003,3.098524865282493e-06,7.106407260876646e-05
VCP,86,0.865533,1.0775792372263693e-05,0.00018605949651706138
TAF15,87,0.280932,0.21818620212133896,0.32554927211146206
SAT1,88,0.87747,0.038459841338201094,0.09038498559034949
CELA3B,89,-1.754365,0.1866611575745033,0.28908348891177
LY6E,90,0.135281,0.6121909793050807,0.7057624485510794
ACTN4,91,0.262086,0.16737968438596776,0.26660404164060675
CCN2,92,5.074642,6.430835424579071e-10,1.0388232845468896e-07
OLFM4,93,0.717418,0.5369914260632578,0.6357733224081875
COL12A1,94,3.012769,1.2597351745624433e-05,0.00020820505599039176
IGLC2,95,4.731845,1.0357145511803408e-05,0.000180891953659609
MALAT1,96,0.699446,0.006847833246787177,0.025535395829617308
TRA2A,97,0.292938,0.0984922289482196,0.1803844382735776
RPN1,98,0.559611,0.011239152462167725,0.036508251056416544
COL6A1,99,2.553638,2.4352968906236235e-08,1.7258195698624464e-06
LRP1,100,2.178766,6.691203707478649e-10,1.0545872339282948e-07
YWHAZ,101,-0.017257,0.9316392514630327,0.9801989261988362
RBM39,102,0.273823,0.15936475963049912,0.25999048770126393
DNM2,103,-0.310305,0.1120717843358675,0.1982514342462894
SERPINH1,104,1.8356,1.129402104440125e-07,5.480381985116971e-06
AUP1,105,0.281146,0.18961984100810816,0.29248061663783814
TACSTD2,106,-0.635417,0.03616733279323507,0.08629437124373551
PLAT,107,0.76197,0.09050288067121144,0.16971228365729454
CD151,108,0.025189,0.9189213968332635,0.9699260883478233
VEGFA,109,0.310087,0.3767495314847664,0.47850344026726277
C1R,110,4.962116,1.1371565589121589e-08,9.377206250846195e-07
NPIPB4,111,-0.123325,0.6839981249128796,0.7708624826330669
IGHG1,112,6.272418,3.3698401362305155e-08,2.1807725229937213e-06
MUC5B,113,-1.147212,0.20022523429077643,0.3046993156776291
CD55,114,-0.1003,0.8033520790376726,0.8753782803717471
ACTR3,115,0.284347,0.09986298763414996,0.18230177162531397
CLDN4,116,-0.888592,0.023706122395492298,0.06317250335636329
RARRES2,117,3.632882,8.136032770948882e-09,7.187801866388516e-07
MVP,118,0.448591,0.04376472106714808,0.09934425276459088
PLEC,119,0.60167,0.009577790373560007,0.03266263599610623
HNRNPA1,120,0.895952,2.8429058040792274e-05,0.0003918315398956217
HSPB1,121,0.687308,0.009771313236029418,0.03313332909862574
CDC42,122,0.452828,0.01141506908481554,0.03690845482340999
DCN,123,4.649604,8.230562590813271e-08,4.244772607372049e-06
ACTB,124,0.457144,0.04074585372380879,0.09431724406212631
PHLDB1,125,2.694731,6.528296325596854e-07,2.090796081525925e-05
SMAD2,126,0.938037,5.601720023378152e-06,0.00011284201040958383
EIF3G,127,0.700813,0.004046962823323828,0.017336206693259998
RPS2,128,0.986859,0.02355107062299609,0.06292102554158475
ACTG1,129,0.783328,0.0006780536353050522,0.004473517131556349
PTBP1,130,0.413908,0.06183143672446456,0.12850945615662795
KRT19,131,-0.823528,0.03162878157864817,0.07794180415902063
RPLP2,132,0.875402,8.376167576907728e-05,0.0009112030780378749
PSMB4,133,0.752056,0.0012537470339047244,0.007178166322277529
IFI30,134,0.148317,0.7742780981133197,0.8498553017399583
COL16A1,135,2.525418,2.109891791818122e-06,5.157193323896876e-05
MDM2,136,1.814194,3.3076346571623207e-09,3.4478153640611043e-07
LMO7,137,-0.199797,0.4789912563712695,0.5795729481495135
TMSB10,138,0.262917,0.21158522257877826,0.31776493901696223
REG3A,139,0.088003,0.9424856194240099,0.987339635662683
MYH9,140,1.240479,0.008655960849147111,0.030222652135485688
CD63,141,0.770251,0.00023656910603929795,0.0020141088842178948
DMBT1,142,-1.801366,0.07703930416681598,0.15157808163292139
HLA-A,143,0.26915,0.7584964136138276,0.8368692789317885
HBA1,144,-9.954029,4.076674355883316e-20,4.0157280742628605e-16
CD9,145,0.619195,0.1581363615509575,0.2585002040255073
HNRNPC,146,0.37797,0.08505842880691501,0.16264852681506614
PNN,147,0.246914,0.28052555667844953,0.3949006067968656
SCPEP1,148,1.655825,1.5935595327142054e-09,1.9963018397275516e-07
CD46,149,0.226169,0.31302080865976134,0.42652477461699245
HNRNPD,150,0.152591,0.3572940744267662,0.45803296201729055
NIBAN2,151,0.455439,0.04720387144210915,0.10508061822384095
SDF4,152,1.160472,0.00861438810446565,0.03015495025694346
MLPH,153,-0.936147,0.004742598633224593,0.01946540326524119
AKAP13,154,1.225495,0.0035554376091626516,0.015816579457384714
CTSD,155,0.495573,0.05597542477848781,0.11921857768226901
CLINT1,156,0.014661,0.9498626594646955,0.9936939387273772
WDR6,157,0.787677,0.0004904760332814038,0.003509941275581887
RPS27,158,0.965193,0.0031740014032224134,0.01451508858980612
KIAA1217,159,1.589728,0.00012829070260175968,0.0012493599268202013
RPS16,160,0.366849,0.05485001928820969,0.11734175589065253
ANKRD10,161,0.717345,0.003134009397802915,0.014375580709223568
SDC1,162,0.368915,0.17880852657884216,0.2796020939860123
GREM1,163,4.68119,1.992834939904596e-05,0.0002987887454418603
TENT5C,164,-1.495807,0.05854847308205914,0.12347072020869698
PSCA,165,-1.301826,0.15287300701425902,0.2517344626536206
ST14,166,-0.716308,0.015900793700841707,0.046956157436336105
MDM4,167,0.256472,0.2279018504807185,0.336447684999673
IGLC3,168,6.554333,2.8496473969610464e-09,3.136363316621764e-07
RUNX1,169,1.409424,0.0014675865368745378,0.008096589852412565
LAMB2,170,1.663946,3.089507973039426e-09,3.3079563356983544e-07
B2M,171,0.175349,0.46277644375357696,0.5638349803256226
GAS6,172,2.951219,0.00016046054550453897,0.001493966543943725
LAD1,173,-0.534332,0.09526999776918889,0.17601338542412862
CCT7,174,0.745914,0.00024114997546197025,0.002043395985624205
IGFBP2,175,1.295894,0.0009242768235864609,0.005676177587742165
CIR1,176,-0.264787,0.1456536335582102,0.2422355423544065
LAMC1,177,2.065405,2.0722092558686155e-05,0.0003071828032345192
PRPF8,178,0.885611,0.0001793691391749751,0.00162695737149456
TRIM8,179,0.806469,3.2987573790465356e-07,1.2431544269078005e-05
PER1,180,3.001732,1.5579344926316222e-13,2.1923476742382565e-10
PICALM,181,0.254983,0.13819099057011655,0.2326923679676809
MPZL2,182,-0.312339,0.5025936880933092,0.6026168978836519
CAPN5,183,-0.793629,0.011918194034340898,0.03816030240054445
DCAF8,184,0.593943,0.006323554484273675,0.024190358620325373
HP,185,2.299442,0.019558508232875346,0.054725489375923475
CD44,186,0.271365,0.22522928581606363,0.3335519927732293
LAMC2,187,-0.545565,0.18208806050871257,0.28377885038181666
CLPS,188,-1.676954,0.20216660207634923,0.3069660290948868
PDIA6,189,0.346808,0.08197101996469996,0.15855778736618106
EIF2S3B,190,0.693454,0.0006726953802415373,0.004448731683833006
HLA-DRB1,191,2.436433,2.0451366757490752e-05,0.0003040848124447738
EIF4G1,192,1.041416,0.01752843438948968,0.05046620290367533
GAPDH,193,0.517918,0.07556048800113868,0.14918993526863433
HNRNPU,194,0.506861,0.016529030245075044,0.048297041597146706
PACSIN2,195,0.26426,0.18000096408365912,0.2810428747354706
RPS3,196,0.670188,0.004746496737964816,0.019477344768724193
NQO1,197,-0.641658,0.21250042716304413,0.31882346474290857
ANP32E,198,0.517275,0.00202809204984768,0.010375341852518604
BHLHE40,199,0.779048,0.034987519818808516,0.0841828441561244
SSR2,200,0.633152,0.0021459498956374625,0.010823696593434113
MT2A,201,2.570508,3.5368692930893754e-08,2.2623331799725252e-06
ATP6AP2,202,0.753092,1.822849843141629e-05,0.0002795919331299946
DAP,203,0.686034,0.0007138265768326037,0.0046458861546677
TMPRSS4,204,-1.731773,0.00045281766222204955,0.003299691539576274
TFF1,205,-2.196129,0.013540576044745834,0.04185829101797233
BNIP3L,206,-1.579038,0.00023067044866954004,0.0019724125474125903
HNRNPUL1,207,0.357872,0.0453652627594734,0.10195995028548961
TRABD,208,0.503687,0.034587022932247205,0.0834945397363316
ITGBL1,209,5.196487,1.309004040484977e-07,6.184337794147369e-06
ANXA1,210,0.903282,0.017457621724246815,0.0503214723202212
SON,211,0.949664,0.030946140948080417,0.07677504561162299
RPL11,212,1.065912,0.015320924247269899,0.04572603069163222
ZNF841,213,0.509936,0.049525040435950414,0.10859129901264987
ZNF83,214,0.697119,0.009893515847287348,0.033382114714933395
PKM,215,0.559875,0.19717572519442203,0.30096528721277666
TARDBP,216,0.387599,0.13304788475670587,0.22604142614624545
COMP,217,6.204377,4.351746382898617e-08,2.646103564490298e-06
IP6K2,218,0.473661,0.05101586318127743,0.11114270933698404
NPDC1,219,0.85212,0.05340233279882325,0.11510715081724472
DDX5,220,0.735159,0.0002553538706590619,0.002130760951230063
CLDN18,221,-2.116856,0.031922007971468054,0.07843545510674634
DUSP1,222,1.953902,2.132447883732176e-06,5.199425217500941e-05
TGFBI,223,1.279422,0.0002368595231673588,0.002015710352449303
FLNA,224,1.974158,3.827570117688299e-05,0.0004938242232388814
ESYT2,225,0.767163,0.0009815587085993192,0.005939093402369529
HSP90AB1,226,0.4788,0.051823609187250146,0.11238050903665549
ACTN1,227,1.853715,0.0004837989531656271,0.0034760478396484392
APH1A,228,0.541897,0.04400205459714555,0.09973735356792322
PNRC1,229,0.64068,0.0035737666298721444,0.015871680878068332
TTR,230,4.92339,0.0001866921018717391,0.0016790907623783276
SEPTIN9,231,0.480996,0.048016729901140344,0.1063493643375341
JUNB,232,1.528796,0.0011790256754505846,0.0068478728868077736
LMNA,233,1.062402,0.00010247101146135147,0.0010575072796228837
CYP3A5,234,-1.053394,0.01588713948976337,0.04693245390430771
SERPING1,235,2.699142,3.655828591153944e-07,1.3437216245209673e-05
GLG1,236,0.909166,0.023651645677822557,0.06310415377827494
GOLM1,237,-0.262088,0.4333729267188646,0.53461991416959
RPL26,238,1.005769,5.3720222175586326e-05,0.000648556170197404
ERRFI1,239,1.831391,6.319639668720531e-05,0.0007358346401504916
HLA-C,240,0.486565,0.06724732716420469,0.1368070624186283
INTS3,241,0.149682,0.4357936727931664,0.5371689387285348
HLA-DQB1,242,2.0363,1.4461569854903353e-05,0.00023219835999303256
MXRA5,243,2.602813,0.0003361289579339389,0.0026414346231577704
ATP5PD,244,1.156906,0.009976367084831898,0.03361457293283277
ANXA4,245,0.159012,0.7628498354299795,0.8403077779036079
PSMA1,246,0.714841,0.00036298681496088955,0.0028032940970382147
IGHV4,247,5.589861,7.439353147219872e-07,2.3190300055914353e-05
ITGB1,248,0.938382,0.0071257000866463294,0.026322044406897577
VIM,249,2.829427,2.251787738398366e-05,0.0003269157718068254
GPX1,250,0.768364,0.0017590831457279653,0.00928609245819578
EGLN3,251,-0.47499,0.2762642450705403,0.3901981206525238
SLC12A2,252,-0.355865,0.22104878369118658,0.3287030331897494
ERGIC3,253,0.648673,0.0017870008451588888,0.00940072193604146
ERO1A,254,-0.434722,0.16660791317955764,0.26580995816696174
ILK,255,1.009244,4.072502785048136e-05,0.0005216669529794105
GYPC,256,-1.510178,0.003999100618538787,0.017187234137398047
SRCAP,257,0.358243,0.09261572173016105,0.17254111903601918
SAMD4B,258,0.606294,0.00024361155720074626,0.0020580580138987573
SIK1,259,2.26312,3.5148440133156745e-10,6.85603385211209e-08
TOB1,260,-0.014851,0.9588059825577975,1.0
SCAF1,261,0.401069,0.05160679664166055,0.11208627104147513
TRIP10,262,0.41801,0.08276344660312518,0.15975934081648682
ASAP1,263,0.863065,0.0008621391863223873,0.005378405354571675
PFN1,264,0.605682,0.007795868955170912,0.028157496227112864
CTNND1,265,-1.219374,0.015101862214411094,0.04524516381594311
GSR,266,0.419958,0.28291074095096513,0.39757646818424736
SSR4,267,0.893296,3.1160325743275096e-06,7.138250900793751e-05
UBD,268,0.225778,0.7055686387971645,0.7902448978364376
CNBP,269,0.926512,2.0562398563977384e-06,5.0637476763614803e-05
RAD50,270,0.594621,0.001766737589265826,0.009319008633500948
NUCB1,271,0.760802,6.873472104211001e-05,0.0007859214969533426
AHNAK,272,0.711514,0.003044567797564848,0.014089976551521041
CAPZB,273,0.966122,0.0003600886642288538,0.002784186332014383
CORO1B,274,0.132555,0.5161082811437538,0.6159719662454168
MDK,275,0.075009,0.8982854894007061,0.9537656926264247
PCDH1,276,-0.519494,0.02380518924739118,0.06333369795582089
ATP5F1B,277,0.769595,0.00012382884828187514,0.0012125010636188976
KRT8,278,-0.15157,0.6124755270430133,0.7059252535116366
AKAP9,279,0.425453,0.03566380335560062,0.0853857478690657
VAMP8,280,0.12667,0.5476576291127955,0.6458399946816223
TXNIP,281,0.817321,0.0010979581715437447,0.006462764845408819
TLE5,282,0.64993,0.000796929157296525,0.005058086768008646
FNDC3A,283,0.940335,6.42219155318475e-05,0.0007464518925621991
C19ORF33,284,-0.702885,0.07376731974022499,0.14638295388821237
UBB,285,-0.197664,0.355877201469441,0.4566241660840481
SEC31A,286,1.1295,2.0883760892222003e-08,1.518195473570722e-06
HSP90B1,287,0.862517,7.956685448514061e-05,0.0008791624230015452
HP1BP3,288,0.661948,0.0005606154837484362,0.0038917144627653067
SRSF2,289,0.445595,0.05641482187302748,0.11998579355721843
CNOT8,290,0.448845,0.007021234616843238,0.02603526128108952
IQGAP1,291,0.806514,0.04088010153506721,0.09452803759886844
MICAL2,292,0.776229,0.00043625213569997376,0.003212488208236953
COL17A1,293,-1.202361,0.07698963328618166,0.15151061486075965
CYBA,294,0.076016,0.8382807213193431,0.9037907563461051
PERP,295,-0.500952,0.05194407632740847,0.1125674015758744
SRP14,296,0.60621,0.0022124109171311615,0.01107385860731733
TEAD1,297,1.364186,0.0013229695830546389,0.007474569473977471
RPL22,298,0.834183,0.000436513502241199,0.003212488208236953
EEF2,299,0.997738,2.0083886831571287e-05,0.00029997926798240024
MUC3A,300,-1.486239,0.010082469813040845,0.03383896725497745
MGLL,301,-0.415887,0.1271091524602075,0.21832409874616807
BCL2L1,302,-0.632603,0.0061220061086018004,0.02358882111198202
RNF213,303,0.257158,0.5630880533338052,0.6602426936513092
REG1B,304,-1.530569,0.22969214860062698,0.3383553925213812
TRMT112,305,0.712239,0.003022145255870217,0.014012540288514744
COL4A2,306,3.523003,1.592612274807638e-06,4.1668066966779915e-05
CD81,307,2.415848,0.0005389549931509529,0.00377594321481754
IGLV3-21,308,5.910569,4.564270344625401e-07,1.58870477136864e-05
MUC20,309,-0.427011,0.1794461688347735,0.2803988715271155
RPL12,310,0.958493,0.001218538609888774,0.007017746867863874
PGGHG,311,0.199122,0.68754516846558,0.7739501931214813
DUSP4,312,-0.015391,0.9748203933037554,1.0
ARID5B,313,1.624658,0.0010945375507265473,0.006446482596969718
CFL1,314,0.466325,0.060600498821421954,0.12658482808007038
TGFBR1,315,1.073736,9.392740439332567e-05,0.0009927380868846078
PABPC4,316,0.880751,0.0002494564394559823,0.002097542174017203
CRISPLD2,317,3.873672,2.07627401314543e-08,1.514987938258449e-06
SRSF4,318,0.525132,0.013099791626783463,0.04085467703645101
RPL18,319,0.906591,0.03644286910711572,0.0867521706475697
MYADM,320,1.656385,0.00017097289318714168,0.001568488780142065
SMARCE1,321,0.756207,0.0010820380528371574,0.006392043205433066
KIF5B,322,0.104382,0.8066831489873911,0.8783584653523366
ASPN,323,4.482522,6.8458462468128e-07,2.171819918010612e-05
OTUB1,324,0.290018,0.337433397425845,0.43767037742356785
RPS6,325,1.168345,1.0427843903281533e-05,0.00018180438295446857
BAZ2A,326,0.882985,0.03740453995301796,0.08843235828806034
GBP2,327,0.026352,0.8998926620988468,0.9550089062707058
ARPC1B,328,0.700406,0.0016169701557345725,0.008749225223325134
SDC4,329,0.125622,0.778188780742185,0.8534820001893775
PLXDC2,330,2.494817,4.562940241394437e-07,1.58870477136864e-05
NPIPA2,331,0.882536,9.170924588885817e-05,0.0009750479510288153
TINAGL1,332,-0.032374,0.9267663419665858,0.9761146058852557
ARGLU1,333,0.174337,0.4727269916244756,0.5734372552178926
LAMP1,334,0.567654,0.012046884962857999,0.03844738063393252
TRIM22,335,2.325686,1.8386648270838587e-05,0.0002814571542997599
BSG,336,0.381077,0.07875295943253442,0.15405021946330932
TSPAN1,337,-0.652252,0.2136949916505799,0.3202665920128528
PCBP1,338,0.577031,0.0007405645529334655,0.004783561395849903
CSF1R,339,1.86771,1.6787963796537438e-07,7.516810789899638e-06
CCDC80,340,4.826173,2.926608447456782e-07,1.1372211641685614e-05
LEPROT,341,1.086232,2.1271613450545766e-05,0.00031297390335265285
CFI,342,1.256194,0.00397391510105253,0.01711259047122096
TNFAIP2,343,0.421115,0.3565742443796097,0.4572887116601153
DBN1,344,1.113517,8.96374982133462e-06,0.0001614212387843815
OCIAD2,345,-0.646747,0.016841905009166314,0.048931185752187814
BTF3,346,0.149429,0.6264914353181035,0.7188833226863508
KLF2,347,0.478078,0.31007357413438624,0.42652477461699245
ITGAV,348,1.291727,2.756988237195004e-07,1.0995025356473437e-05
INSR,349,0.319466,0.16041858346106946,0.2612642394363164
NCF2,350,-0.906064,0.013716284132956042,0.0422555924477509
WASHC1,351,0.077196,0.7045650079215727,0.789434978164301
NRP2,352,2.33328,4.7407835552760365e-05,0.0005891687039128104
HGSNAT,353,1.035521,6.693314041604006e-05,0.0007720432080423917
HTRA3,354,3.380917,4.140922180551994e-06,9.00444899327316e-05
RACK1,355,0.721841,0.0014744184075907185,0.008125179593830698
ITGA3,356,-0.159634,0.6116039485137279,0.7053333366310924
CLTB,357,0.003199,0.9893750556094786,1.0
MUC1,358,-1.094457,0.09760912520024777,0.1791865071155301
ZYX,359,1.394236,0.0022377668599372264,0.011172388471267941
CD163,360,3.097443,1.5810400507381104e-05,0.00024998451075113575
CSF3R,361,-2.012557,0.0025877097108139005,0.012482974782748447
ZFP36L2,362,1.102869,0.006770823293395026,0.02534741719088716
C7,363,7.011558,4.852432958650622e-10,8.690707428943264e-08
FGD4,364,0.45696,0.029923170694917053,0.07482121917255499
CSRP1,365,1.99714,1.9945528559644725e-05,0.00029880225965640155
SERF2,366,0.546893,0.0006713139816073984,0.004442578687150607
YTHDF3,367,0.617583,0.0018643706448475863,0.009711783731925515
CLIC1,368,0.057432,0.8244304835811572,0.8920802415023001
GOLIM4,369,1.393528,2.203802581035297e-07,9.27716124978128e-06
EMILIN1,370,4.568405,3.209428076631112e-07,1.222996954307728e-05
SMG1,371,0.205226,0.4651844073841166,0.5663451989787716
HNRNPA2B1,372,0.867238,0.10604594466067332,0.1904129744586151
CHMP4B,373,0.148508,0.42492278248423654,0.5264040582105228
RNASET2,374,-0.024916,0.9581026031498269,1.0
FGB,375,1.486234,0.13965419636687493,0.23465478231333073
NPIPA5,376,0.609843,0.13748968518604626,0.2317095199187594
ALB,377,1.894745,0.05170101701475518,0.11217640266604535
APOL6,378,0.217767,0.5390064844418974,0.6376225981740015
SRSF3,379,0.2953,0.22871009117024016,0.3373122852331862
CHPF,380,1.865345,1.732280218745887e-07,7.703759049551404e-06
THEMIS2,381,1.595033,0.00845792794149844,0.029771241446392854
HNRNPH3,382,0.638725,0.0007591568204749245,0.00487329700885516
SERPINA1,383,1.920871,0.011914516656773557,0.038157480209691313
UBXN1,384,0.314934,0.1675181946421721,0.2667105182354479
LUC7L2,385,0.631371,0.003519027285774172,0.015695801801457316
UBE2V1,386,0.32233,0.15734780420250769,0.257446149870742
LMCD1,387,3.324183,2.2524346202876795e-09,2.6103067326051516e-07
TM4SF1,388,-0.965721,0.10328636533532004,0.186820114163711
EIF5A,389,1.060408,0.010123178696138223,0.033940902568519254
FXYD5,390,0.251275,0.28883764333568834,0.4040609537283531
GSTO1,391,0.593417,0.16905356631968202,0.26837763189421926
MAP2K2,392,0.920495,0.03886951442234609,0.09111950305029037
HBP1,393,0.440122,0.01872137206495221,0.052960463018871626
PRRC2C,394,0.677247,0.13771770082911625,0.23206528037329696
EPS8L1,395,-1.340255,0.0012552333334674857,0.007184588001929964
UBAC2,396,0.354213,0.0724239816833814,0.14437163443734666
BST2,397,1.563365,0.0007385122190440473,0.0047750013873931
PPIA,398,-0.246614,0.5607939286190669,0.6582164319596995
DCAF12,399,-1.886835,6.349120888880914e-08,3.445841064238096e-06
SPTAN1,400,0.585611,0.14334085985989325,0.2394808582174149
ERGIC1,401,0.271867,0.19278773319263667,0.2961490161113556
EIF1,402,0.477803,0.009497794179174037,0.03244036808666916
BAX,403,0.820204,0.0002671236310591482,0.0022046931945941682
ANXA5,404,0.764253,0.00037334805397265313,0.0028664575258438188
PPBP,405,-6.167705,1.1008647234755697e-07,5.38167144347201e-06
UBC,406,1.038958,1.9239468032041254e-05,0.0002911439818531642
SART3,407,0.759751,0.0017810128143475059,0.009379239095284741
CLIC4,408,1.919506,0.0014324793033907615,0.007954136064290133
ZNF460,409,0.952015,0.024639603174234692,0.06500935076142998
DLG1,410,0.42442,0.19126827419436074,0.29443477652001104
TSC22D3,411,2.679144,1.3460718427678997e-05,0.00021934624792696768
NAA50,412,0.54704,0.018547520662125463,0.05261836428688892
KBTBD2,413,0.097575,0.7173197709941834,0.8006298118155577
RPS19BP1,414,0.806463,0.0002164311327479839,0.001879202179933024
FAT1,415,0.50745,0.2249500465347265,0.33322074898526943
IRF9,416,-0.110047,0.5957348318287417,0.6903865836387082
MIA3,417,0.433036,0.03806268713199739,0.0896119740902821
HEXB,418,0.630341,0.01263059206675447,0.03976275076815753
CPA2,419,-0.818891,0.5199601942371348,0.619668246728316
GNA13,420,0.014155,0.9739927430336641,1.0
SH3BP2,421,0.070609,0.8406704955727853,0.9057724601191929
FKBP9,422,1.158277,1.8016675386334437e-06,4.5564380203616785e-05
TMBIM6,423,0.477302,0.010282923348869322,0.03434789299696075
WNK1,424,0.599105,0.001074257567298255,0.0063631835037110404
EPHX1,425,1.584589,0.0017529330614320536,0.009263555322766332
TNS4,426,1.073327,0.21815737966726176,0.32554927211146206
M6PR,427,0.470899,0.0119684721751146,0.038259106007128466
C6ORF132,428,-1.299651,0.0003326660352677932,0.0026236403365935924
HNRNPCL2,429,0.169539,0.6717397255573667,0.7597419101673852
TIMP3,430,5.100509,7.779292588126147e-07,2.4107815528679626e-05
VASP,431,0.024201,0.9619057484493239,1.0
MAX,432,0.34592,0.09527469378015875,0.17601338542412862
HCLS1,433,1.681947,0.007859361811839301,0.02830145988942535
SUPT6H,434,0.947578,0.03825943722515073,0.09001064876674164
SCAF11,435,0.993552,0.01785979263414802,0.051156698849280334
